docdb_family_id,stratum,score,neuro,ml,verdict
1747006,3,0.003469,0,0,NOT_NOML
1747303,0,6.8e-05,0,0,NOT_NOML
1747404,1,0.000151,0,0,NOT_NOML
1747538,1,0.000173,0,0,NOT_NOML
1747971,1,0.000152,0,0,NOT_NOML
1748066,2,0.002867,0,0,NOT_NOML
1749446,0,9.3e-05,0,0,NOT_NOML
1749869,1,0.000124,0,0,NOT_NOML
1750830,0,8.7e-05,0,0,NOT_NOML
1750995,1,0.000187,0,0,NOT_NOML
1752098,1,0.000323,0,0,NOT_NOML
1752240,0,6.2e-05,0,0,NOT_NOML
1752727,1,0.000636,0,0,NOT_NOML
1752838,1,0.000102,0,0,NOT_NOML
1753072,1,0.000274,0,0,NOT_NOML
1753472,3,0.004848,0,0,NOT_NOML
1753737,2,0.002234,0,0,NOT_NOML
1754772,4,0.055725,0,0,NOT_NOML
1755793,1,0.000596,0,0,NOT_NOML
1757684,1,0.000467,0,0,NOT_NOML
1758324,0,6.9e-05,0,0,NOT_NOML
1759036,3,0.007317,0,0,NOT_NOML
1822411,1,0.000846,0,0,NOT_NOML
3465173,6,0.750977,0,0,NOT_NOML
3470021,6,0.702637,0,0,NOT_NOML
3470350,6,0.702637,0,0,NOT_NOML
3478135,4,0.0112,0,0,NOT_NOML
3478926,3,0.004681,0,0,NOT_NOML
3480043,1,0.000486,0,0,NOT_NOML
3482293,3,0.007175,0,0,NOT_NOML
3482564,5,0.117798,0,0,NOT_NOML
3483564,7,0.904297,0,0,NOT_NOML
3483930,5,0.147827,0,0,NOT_NOML
3485768,6,0.611816,0,0,NOT_NOML
3486290,2,0.001078,0,0,NOT_NOML
3486487,3,0.005302,0,0,NOT_NOML
3487846,1,0.000667,0,0,NOT_NOML
3489120,7,0.929199,2,0,REL_NOML
3491174,6,0.637207,2,0,REL_NOML
3494538,6,0.575195,0,0,NOT_NOML
3495021,1,0.000467,0,0,NOT_NOML
3497691,8,0.99707,2,0,REL_NOML
3497861,3,0.008003,0,0,NOT_NOML
3499305,6,0.516113,0,0,NOT_NOML
3499724,8,0.967773,0,0,NOT_NOML
3499750,8,0.964355,0,0,NOT_NOML
3500455,2,0.001004,0,0,NOT_NOML
3500600,2,0.001037,0,0,NOT_NOML
3500676,1,0.000373,0,0,NOT_NOML
3501435,8,0.95166,0,0,NOT_NOML
3502634,3,0.004055,0,0,NOT_NOML
3503990,2,0.001687,0,0,NOT_NOML
3506619,1,0.000859,0,0,NOT_NOML
3508446,1,0.000636,0,0,NOT_NOML
3509250,3,0.007404,0,0,NOT_NOML
3509448,3,0.00404,0,0,NOT_NOML
3512103,7,0.908691,0,0,NOT_NOML
3512634,2,0.001421,0,0,NOT_NOML
3512698,1,0.000846,0,0,NOT_NOML
3513868,6,0.536621,0,0,NOT_NOML
3515247,4,0.012527,0,0,NOT_NOML
3517417,3,0.009338,0,0,NOT_NOML
3518253,7,0.898926,2,1,REL_ML
3520364,2,0.001184,0,0,NOT_NOML
3520665,4,0.016464,0,0,NOT_NOML
3521917,6,0.780273,0,0,NOT_NOML
3521944,6,0.737305,0,0,NOT_NOML
3525039,3,0.004829,0,0,NOT_NOML
3525356,4,0.027267,0,0,NOT_NOML
3526280,2,0.001861,0,0,NOT_NOML
3527008,7,0.922363,2,0,REL_NOML
3527638,8,0.986816,2,0,REL_NOML
3528154,1,0.000779,0,0,NOT_NOML
3529163,1,0.000532,0,0,NOT_NOML
3530701,1,0.000253,0,0,NOT_NOML
3533767,2,0.002602,0,0,NOT_NOML
3533851,7,0.909668,2,0,REL_NOML
3534599,2,0.002846,0,0,NOT_NOML
3534834,4,0.023026,0,0,NOT_NOML
3535177,2,0.001629,0,0,NOT_NOML
3537313,4,0.011032,0,0,NOT_NOML
3539577,3,0.004433,0,0,NOT_NOML
3540172,4,0.011116,0,0,NOT_NOML
3541291,6,0.640137,2,0,REL_NOML
3545638,1,0.000151,0,0,NOT_NOML
3545893,1,0.000397,0,0,NOT_NOML
3547782,6,0.744141,0,0,NOT_NOML
3550282,3,0.008186,0,0,NOT_NOML
3553533,8,0.958496,2,0,REL_NOML
3553669,7,0.861328,0,0,NOT_NOML
3554896,1,0.000253,0,0,NOT_NOML
3560317,1,0.000111,0,0,NOT_NOML
3560342,2,0.001008,0,0,NOT_NOML
3560836,1,0.000817,0,0,NOT_NOML
3561541,5,0.110291,0,0,NOT_NOML
3564324,8,0.970215,0,0,NOT_NOML
3567356,1,0.000707,0,0,NOT_NOML
3577357,3,0.005489,0,0,NOT_NOML
3579912,3,0.003286,0,0,NOT_NOML
3583798,1,0.000363,0,0,NOT_NOML
3592261,7,0.945312,2,0,REL_NOML
3593148,5,0.334961,0,0,NOT_NOML
3593529,6,0.569336,0,0,NOT_NOML
3594036,6,0.726562,2,0,REL_NOML
3594700,7,0.943359,0,0,NOT_NOML
3596029,2,0.001235,0,0,NOT_NOML
3598447,3,0.005001,0,0,NOT_NOML
3598974,7,0.887207,0,0,NOT_NOML
3600042,7,0.880371,2,0,REL_NOML
3601499,3,0.003147,0,0,NOT_NOML
3601554,7,0.833008,2,0,REL_NOML
3602252,3,0.00547,0,0,NOT_NOML
3603218,3,0.004982,0,0,NOT_NOML
3603523,1,0.000732,0,0,NOT_NOML
3603668,2,0.001668,0,0,NOT_NOML
3604630,4,0.010948,0,0,NOT_NOML
3605166,6,0.535645,0,0,NOT_NOML
3612737,1,0.000978,0,0,NOT_NOML
3619003,7,0.819824,0,0,NOT_NOML
3619392,6,0.683594,0,0,NOT_NOML
3619787,1,0.000926,0,0,NOT_NOML
3620517,8,0.965332,0,0,NOT_NOML
3621796,6,0.762207,2,0,REL_NOML
3626872,4,0.068176,0,0,NOT_NOML
3630918,6,0.509277,0,0,NOT_NOML
3670311,6,0.519043,0,0,NOT_NOML
3670608,6,0.594727,2,0,REL_NOML
3670643,0,2e-05,0,0,NOT_NOML
3670987,3,0.006744,0,0,NOT_NOML
3671180,1,0.000955,0,0,NOT_NOML
3671305,0,9.1e-05,0,0,NOT_NOML
3671368,4,0.019455,0,0,NOT_NOML
3673157,4,0.017776,0,0,NOT_NOML
3673218,6,0.505371,0,0,NOT_NOML
3678285,1,0.000929,0,0,NOT_NOML
3680794,0,9.7e-05,0,0,NOT_NOML
3682035,0,4.1e-05,0,0,NOT_NOML
3682572,6,0.502441,0,0,NOT_NOML
3682895,4,0.011688,0,0,NOT_NOML
3683433,7,0.911133,2,0,REL_NOML
3685923,6,0.589355,0,0,NOT_NOML
3688159,2,0.001206,0,0,NOT_NOML
3688388,6,0.723633,0,1,NOT_ML
3692752,6,0.535645,0,0,NOT_NOML
3692806,8,0.957031,2,0,REL_NOML
3693901,2,0.001755,0,0,NOT_NOML
3694733,7,0.883789,2,0,REL_NOML
3696880,7,0.840332,2,0,REL_NOML
3697785,8,0.959961,2,0,REL_NOML
3698691,6,0.589355,0,0,NOT_NOML
3705550,6,0.74707,2,0,REL_NOML
3719179,0,6.5e-05,0,0,NOT_NOML
3719656,7,0.867676,2,0,REL_NOML
3720393,2,0.001768,0,0,NOT_NOML
3734574,6,0.643555,2,0,REL_NOML
3734575,7,0.946777,2,0,REL_NOML
3737853,2,0.001478,0,0,NOT_NOML
3742138,2,0.002958,0,0,NOT_NOML
3749009,3,0.003622,0,0,NOT_NOML
3750334,1,0.000118,0,0,NOT_NOML
3751942,6,0.695312,0,0,NOT_NOML
3757954,6,0.702637,0,0,NOT_NOML
3760863,1,0.000155,0,0,NOT_NOML
3762796,2,0.002867,0,0,NOT_NOML
3764216,6,0.52002,2,0,REL_NOML
3764219,7,0.922852,2,0,REL_NOML
3764221,6,0.572266,2,0,REL_NOML
3764223,7,0.949219,2,0,REL_NOML
3764228,8,0.958008,2,0,REL_NOML
3764345,7,0.848633,2,0,REL_NOML
3764528,1,0.00038,0,0,NOT_NOML
3764540,6,0.649902,2,0,REL_NOML
3764581,7,0.913574,2,0,REL_NOML
3764585,8,0.954102,2,0,REL_NOML
3765341,6,0.709473,0,0,NOT_NOML
3768835,8,0.983887,2,0,REL_NOML
3769428,1,0.000278,0,0,NOT_NOML
3769593,0,8.1e-05,0,0,NOT_NOML
3770625,6,0.669922,2,0,REL_NOML
3770653,1,0.000538,0,0,NOT_NOML
3770657,2,0.001416,0,0,NOT_NOML
3770752,8,0.972656,2,0,REL_NOML
3771154,6,0.694824,0,0,NOT_NOML
3771201,7,0.946289,2,0,REL_NOML
3771202,7,0.923828,2,0,REL_NOML
3772154,6,0.500488,0,0,NOT_NOML
3772159,7,0.84375,2,0,REL_NOML
3772581,7,0.887207,2,0,REL_NOML
3773304,1,0.000669,0,0,NOT_NOML
3774060,2,0.002287,0,0,NOT_NOML
3774127,7,0.890137,2,0,REL_NOML
3774177,7,0.875488,2,0,REL_NOML
3774436,6,0.563477,0,0,NOT_NOML
3774437,6,0.51709,0,0,NOT_NOML
3775072,6,0.782227,2,0,REL_NOML
3775475,6,0.54541,0,0,NOT_NOML
3775699,7,0.853516,0,1,NOT_ML
3775723,7,0.902344,2,0,REL_NOML
3775760,6,0.586426,0,0,NOT_NOML
3775793,6,0.758789,0,0,NOT_NOML
3776016,7,0.855469,2,0,REL_NOML
3776173,3,0.004314,0,0,NOT_NOML
3776195,6,0.768066,2,0,REL_NOML
3776212,4,0.017776,0,0,NOT_NOML
3776235,6,0.795898,2,0,REL_NOML
3776489,6,0.616211,0,0,NOT_NOML
3776528,1,0.00033,0,0,NOT_NOML
3776617,7,0.919922,2,0,REL_NOML
3777031,8,0.974609,2,0,REL_NOML
3777205,4,0.023193,0,0,NOT_NOML
3777321,6,0.518066,0,0,NOT_NOML
3777420,5,0.18103,0,0,NOT_NOML
3779978,6,0.663086,0,0,NOT_NOML
3783167,6,0.516113,0,0,NOT_NOML
3783355,8,0.964355,2,0,REL_NOML
3785890,4,0.028595,0,0,NOT_NOML
3786406,6,0.719727,0,0,NOT_NOML
3788145,4,0.010246,0,0,NOT_NOML
3788650,6,0.603516,0,1,NOT_ML
3789660,8,0.966309,2,0,REL_NOML
3791591,3,0.006313,0,0,NOT_NOML
3793434,3,0.003197,0,0,NOT_NOML
3794763,6,0.601562,0,0,NOT_NOML
3796456,7,0.892578,2,0,REL_NOML
3798857,6,0.550781,0,0,NOT_NOML
3800916,7,0.847656,0,0,NOT_NOML
3801382,6,0.572266,2,0,REL_NOML
3801775,2,0.00145,0,0,NOT_NOML
3802799,6,0.709961,0,0,NOT_NOML
3803852,4,0.015305,0,0,NOT_NOML
3804590,6,0.571289,0,0,NOT_NOML
3806034,1,0.000231,0,0,NOT_NOML
3806922,6,0.793457,2,0,REL_NOML
3807396,7,0.921387,2,0,REL_NOML
3807801,6,0.548828,2,0,REL_NOML
3808387,1,0.000863,0,0,NOT_NOML
3810964,6,0.606445,0,0,NOT_NOML
3814804,2,0.001536,0,0,NOT_NOML
3815045,6,0.540527,0,0,NOT_NOML
3815794,8,0.973145,2,0,REL_NOML
3816206,6,0.683594,0,0,NOT_NOML
3816251,7,0.918457,2,0,REL_NOML
3816671,7,0.932129,2,0,REL_NOML
3816672,8,0.99707,2,0,REL_NOML
3816782,7,0.92334,2,0,REL_NOML
3817390,2,0.001165,0,0,NOT_NOML
3818193,8,0.979004,2,0,REL_NOML
3819856,5,0.11499,0,0,NOT_NOML
3820244,6,0.740723,2,0,REL_NOML
3820562,8,0.966309,2,0,REL_NOML
3821290,2,0.001367,0,0,NOT_NOML
3821570,6,0.506348,0,0,NOT_NOML
3821900,7,0.819824,0,0,NOT_NOML
3821959,6,0.723633,0,0,NOT_NOML
3822273,7,0.945801,2,0,REL_NOML
3823231,1,0.000614,0,0,NOT_NOML
3823471,8,0.957031,0,0,NOT_NOML
3823582,6,0.606934,2,0,REL_NOML
3823583,8,0.972168,2,0,REL_NOML
3824596,6,0.619141,0,0,NOT_NOML
3824674,6,0.584473,2,0,REL_NOML
3825525,7,0.82959,2,0,REL_NOML
3826088,7,0.933594,2,0,REL_NOML
3826539,6,0.5625,2,0,REL_NOML
3826720,6,0.737305,2,0,REL_NOML
3827449,6,0.71582,0,1,NOT_ML
3827654,7,0.946289,2,0,REL_NOML
3828080,7,0.913574,2,0,REL_NOML
3829091,6,0.738281,0,0,NOT_NOML
3829212,7,0.88916,2,0,REL_NOML
3829691,6,0.606445,0,0,NOT_NOML
3830012,8,0.975586,2,0,REL_NOML
3831072,6,0.506348,0,0,NOT_NOML
3831831,1,0.000577,0,0,NOT_NOML
3832338,8,0.983398,2,0,REL_NOML
3832611,8,0.994141,2,0,REL_NOML
3833060,7,0.838379,2,0,REL_NOML
3833676,8,0.979492,2,0,REL_NOML
3834029,8,0.97168,2,0,REL_NOML
3834557,6,0.539551,2,0,REL_NOML
3834613,8,0.980469,2,0,REL_NOML
3835026,2,0.001169,0,0,NOT_NOML
3835500,7,0.945801,2,0,REL_NOML
3835530,2,0.001934,0,0,NOT_NOML
3835835,6,0.693848,0,0,NOT_NOML
3835836,6,0.651855,2,0,REL_NOML
3836154,8,0.972656,2,0,REL_NOML
3836741,7,0.916016,2,0,REL_NOML
3836785,7,0.88916,2,0,REL_NOML
3840417,3,0.003136,0,0,NOT_NOML
3842181,1,0.000194,0,0,NOT_NOML
3843824,3,0.007725,0,0,NOT_NOML
3843887,6,0.51709,0,0,NOT_NOML
3844038,6,0.77002,0,0,NOT_NOML
3858683,3,0.003929,0,0,NOT_NOML
3858972,1,0.000278,0,0,NOT_NOML
3860135,3,0.005981,0,0,NOT_NOML
3860435,1,0.000755,0,0,NOT_NOML
3860596,1,0.000661,0,0,NOT_NOML
3861540,3,0.009125,0,0,NOT_NOML
3862233,6,0.672852,0,0,NOT_NOML
3864241,0,7.7e-05,0,0,NOT_NOML
3864248,1,0.00077,0,0,NOT_NOML
3865558,6,0.647949,2,0,REL_NOML
3867594,1,0.000121,0,0,NOT_NOML
3869001,1,0.000265,0,0,NOT_NOML
3869463,6,0.553711,0,0,NOT_NOML
3869854,1,0.000106,0,0,NOT_NOML
3870160,1,0.000303,0,0,NOT_NOML
3870726,1,0.000532,0,0,NOT_NOML
3874590,2,0.001427,0,0,NOT_NOML
3876236,1,0.000424,0,0,NOT_NOML
3876667,0,7.3e-05,0,0,NOT_NOML
3877614,0,3.9e-05,0,0,NOT_NOML
3883196,6,0.588379,0,0,NOT_NOML
3883556,3,0.005821,0,0,NOT_NOML
3883689,7,0.947266,2,0,REL_NOML
3884158,1,0.000617,0,0,NOT_NOML
3884770,2,0.001044,0,0,NOT_NOML
3886147,1,0.000193,0,0,NOT_NOML
3886522,3,0.003607,0,0,NOT_NOML
3886772,6,0.508301,0,0,NOT_NOML
3886817,3,0.003389,0,0,NOT_NOML
3886869,3,0.004555,0,0,NOT_NOML
3887406,3,0.005936,0,0,NOT_NOML
3887585,6,0.547363,2,0,REL_NOML
3888011,1,0.000184,0,0,NOT_NOML
3889120,1,0.000573,0,0,NOT_NOML
3889465,2,0.001714,0,0,NOT_NOML
3889680,8,0.959473,2,0,REL_NOML
3890089,2,0.001748,0,0,NOT_NOML
3890696,3,0.003351,0,0,NOT_NOML
3891168,4,0.01297,0,0,NOT_NOML
3891409,4,0.013535,0,0,NOT_NOML
3891425,7,0.871094,0,0,NOT_NOML
3891771,4,0.010246,0,0,NOT_NOML
3892093,6,0.796387,2,0,REL_NOML
3896579,2,0.001192,0,0,NOT_NOML
3896647,8,0.988281,2,0,REL_NOML
3897072,1,0.0009,0,0,NOT_NOML
3918016,7,0.818359,0,0,NOT_NOML
3919762,6,0.54248,0,0,NOT_NOML
3920586,6,0.697266,0,0,NOT_NOML
3921446,6,0.701172,0,0,NOT_NOML
3921555,6,0.586426,0,0,NOT_NOML
3921916,8,0.951172,2,0,REL_NOML
3922663,4,0.015251,0,0,NOT_NOML
3922804,6,0.629883,0,0,NOT_NOML
3923345,6,0.674316,2,0,REL_NOML
3923364,2,0.00235,0,0,NOT_NOML
3923370,6,0.628418,2,0,REL_NOML
3923759,7,0.92334,0,0,NOT_NOML
3925735,3,0.005707,0,0,NOT_NOML
3926100,6,0.78418,0,0,NOT_NOML
3926410,2,0.001957,0,0,NOT_NOML
3927174,3,0.004887,0,0,NOT_NOML
3927198,5,0.118164,0,0,NOT_NOML
3927471,3,0.008743,0,0,NOT_NOML
3927498,6,0.608887,2,0,REL_NOML
3927530,2,0.00145,0,0,NOT_NOML
3928086,6,0.712402,0,0,NOT_NOML
4044026,7,0.925293,0,0,NOT_NOML
4046575,1,0.000843,0,0,NOT_NOML
4059206,3,0.00425,0,0,NOT_NOML
4069783,7,0.877441,0,0,NOT_NOML
4083722,8,0.976562,2,0,REL_NOML
4094647,4,0.013588,0,0,NOT_NOML
4096862,7,0.840332,0,0,NOT_NOML
4100916,6,0.668457,0,0,NOT_NOML
4100931,8,0.986816,2,0,REL_NOML
4101068,7,0.800781,0,0,NOT_NOML
4103419,2,0.001768,0,0,NOT_NOML
4105471,6,0.651855,0,0,NOT_NOML
4105702,8,0.985352,2,0,REL_NOML
4106392,6,0.605469,0,0,NOT_NOML
4106593,6,0.796387,2,0,REL_NOML
4107528,4,0.018906,0,0,NOT_NOML
4107887,6,0.520996,0,0,NOT_NOML
4108229,0,6.1e-05,0,0,NOT_NOML
4108440,8,0.975586,2,0,REL_NOML
4108547,3,0.00885,0,0,NOT_NOML
4109453,3,0.007011,0,0,NOT_NOML
4109494,6,0.640137,2,0,REL_NOML
4109656,8,0.972168,2,0,REL_NOML
4109868,2,0.001761,0,0,NOT_NOML
4110929,7,0.943848,0,0,NOT_NOML
4112328,6,0.793945,0,0,NOT_NOML
4112344,6,0.734375,0,0,NOT_NOML
4112457,6,0.557617,0,0,NOT_NOML
4112891,2,0.002323,0,0,NOT_NOML
4113087,2,0.00289,0,0,NOT_NOML
4113228,6,0.544434,0,0,NOT_NOML
4113426,7,0.896973,0,0,NOT_NOML
4113838,6,0.649902,0,0,NOT_NOML
4114523,1,0.000145,0,0,NOT_NOML
4114597,7,0.887207,2,0,REL_NOML
4114722,6,0.563477,0,0,NOT_NOML
4115183,3,0.009193,0,0,NOT_NOML
4115196,6,0.62207,0,0,NOT_NOML
4115328,1,0.000682,0,0,NOT_NOML
4115744,2,0.001875,0,0,NOT_NOML
4116274,2,0.002199,0,0,NOT_NOML
4117372,4,0.010902,0,0,NOT_NOML
4117510,6,0.566406,0,0,NOT_NOML
4118487,2,0.001782,0,0,NOT_NOML
4118544,4,0.018127,0,0,NOT_NOML
4118711,6,0.547363,0,0,NOT_NOML
4118750,2,0.001255,0,0,NOT_NOML
4118772,6,0.670898,0,0,NOT_NOML
4118884,2,0.002132,0,0,NOT_NOML
4119112,6,0.77002,0,0,NOT_NOML
4119140,6,0.688965,0,0,NOT_NOML
4119914,3,0.004265,0,0,NOT_NOML
4119928,7,0.825195,0,0,NOT_NOML
4120535,1,0.00049,0,0,NOT_NOML
4121477,6,0.516113,0,0,NOT_NOML
4121487,7,0.858398,0,0,NOT_NOML
4121571,0,6.3e-05,0,0,NOT_NOML
4121617,5,0.11377,0,0,NOT_NOML
4121685,2,0.00145,0,0,NOT_NOML
4121803,6,0.580566,0,0,NOT_NOML
4122022,7,0.821777,0,0,NOT_NOML
4122333,7,0.92041,0,0,NOT_NOML
4123007,6,0.645508,0,0,NOT_NOML
4123017,3,0.005219,0,0,NOT_NOML
4123028,6,0.556641,0,0,NOT_NOML
4123100,7,0.938965,0,0,NOT_NOML
4123269,4,0.067444,0,0,NOT_NOML
4123423,1,0.000696,0,0,NOT_NOML
4123592,2,0.002672,0,0,NOT_NOML
4123745,1,0.000947,0,0,NOT_NOML
4123894,3,0.005642,0,0,NOT_NOML
4124097,7,0.946777,2,0,REL_NOML
4124498,3,0.003765,0,0,NOT_NOML
4124627,6,0.657715,0,0,NOT_NOML
4124724,6,0.782227,0,0,NOT_NOML
4124953,1,0.000429,0,0,NOT_NOML
4124989,1,0.000915,0,0,NOT_NOML
4125301,4,0.018433,0,0,NOT_NOML
4125531,1,0.000121,0,0,NOT_NOML
4126085,6,0.556641,0,0,NOT_NOML
4126279,6,0.693848,2,0,REL_NOML
4126280,6,0.560547,0,0,NOT_NOML
4126528,4,0.06488,0,0,NOT_NOML
4127523,2,0.002075,0,0,NOT_NOML
4127685,6,0.535645,0,0,NOT_NOML
4127689,6,0.678711,0,0,NOT_NOML
4127995,4,0.026306,0,0,NOT_NOML
4128317,2,0.001536,0,0,NOT_NOML
4129178,6,0.75293,0,0,NOT_NOML
4129510,1,0.000127,0,0,NOT_NOML
4129619,2,0.001346,0,0,NOT_NOML
4129900,6,0.632812,0,0,NOT_NOML
4130079,3,0.007904,0,0,NOT_NOML
4130083,1,0.000859,0,0,NOT_NOML
4130201,7,0.900879,2,0,REL_NOML
4130224,1,0.000379,0,0,NOT_NOML
4130346,7,0.800781,0,0,NOT_NOML
4130658,2,0.001567,0,0,NOT_NOML
4131182,6,0.674316,0,0,NOT_NOML
4131288,7,0.933105,2,0,REL_NOML
4131399,6,0.523926,0,0,NOT_NOML
4131640,4,0.011162,0,0,NOT_NOML
4131783,6,0.772949,2,0,REL_NOML
4131810,6,0.503418,0,0,NOT_NOML
4132597,7,0.850586,0,0,NOT_NOML
4132794,2,0.001455,0,0,NOT_NOML
4132890,6,0.555664,2,0,REL_NOML
4133098,8,0.993164,2,0,REL_NOML
4133644,8,0.980469,2,0,REL_NOML
4134294,8,0.985352,2,0,REL_NOML
4134372,8,0.971191,2,0,REL_NOML
4134409,3,0.005844,0,0,NOT_NOML
4135110,1,0.000397,0,0,NOT_NOML
4135157,6,0.63916,0,0,NOT_NOML
4135158,6,0.60791,0,0,NOT_NOML
4135323,2,0.00226,0,0,NOT_NOML
4135419,3,0.003311,0,0,NOT_NOML
4135692,1,0.000439,0,0,NOT_NOML
4137446,6,0.500488,2,0,REL_NOML
4137696,6,0.558594,0,0,NOT_NOML
4138578,8,0.968262,2,0,REL_NOML
4138600,7,0.839355,0,1,NOT_ML
4139161,6,0.64209,2,0,REL_NOML
4139210,3,0.007149,0,0,NOT_NOML
4140711,3,0.004086,0,0,NOT_NOML
4142728,7,0.921387,0,0,NOT_NOML
4143069,6,0.566406,2,0,REL_NOML
4143111,8,0.976562,2,0,REL_NOML
4143127,7,0.855469,2,0,REL_NOML
4143158,3,0.004452,0,0,NOT_NOML
4143305,5,0.111023,0,0,NOT_NOML
4143517,6,0.629395,2,0,REL_NOML
4143525,7,0.838379,0,1,NOT_ML
4144064,1,0.000448,0,0,NOT_NOML
4144576,6,0.54541,0,0,NOT_NOML
4144797,7,0.92041,2,0,REL_NOML
4145136,6,0.670898,0,0,NOT_NOML
4145326,6,0.505371,0,0,NOT_NOML
4146301,3,0.008575,0,0,NOT_NOML
4146482,2,0.002243,0,0,NOT_NOML
4146523,1,0.00035,0,0,NOT_NOML
4146826,1,0.000449,0,0,NOT_NOML
4147416,2,0.001824,0,0,NOT_NOML
4147443,2,0.001507,0,0,NOT_NOML
4147697,8,0.964355,2,0,REL_NOML
4148028,6,0.726562,0,0,NOT_NOML
4148131,6,0.77832,0,0,NOT_NOML
4148320,4,0.015541,0,0,NOT_NOML
4148550,8,0.950195,2,0,REL_NOML
4148967,6,0.78418,2,0,REL_NOML
4149455,6,0.533691,0,0,NOT_NOML
4150221,6,0.54834,0,0,NOT_NOML
4150240,6,0.61084,0,0,NOT_NOML
4151755,8,0.976074,2,0,REL_NOML
4152647,2,0.001399,0,0,NOT_NOML
4152757,3,0.006073,0,0,NOT_NOML
4153530,3,0.00321,0,0,NOT_NOML
4153554,4,0.010246,0,0,NOT_NOML
4153583,4,0.013741,0,0,NOT_NOML
4153715,6,0.587402,0,0,NOT_NOML
4154064,7,0.876465,2,0,REL_NOML
4154328,6,0.606934,0,0,NOT_NOML
4154937,6,0.699707,2,0,REL_NOML
4155478,6,0.756836,0,0,NOT_NOML
4156156,1,0.00053,0,0,NOT_NOML
4156686,6,0.796387,2,0,REL_NOML
4157194,3,0.003298,0,0,NOT_NOML
4157693,8,0.989746,2,0,REL_NOML
4157820,4,0.011375,0,0,NOT_NOML
4157872,7,0.857422,0,0,NOT_NOML
4158011,8,0.990234,2,0,REL_NOML
4158352,2,0.002693,0,0,NOT_NOML
4159008,3,0.006191,0,0,NOT_NOML
4159617,1,0.000276,0,0,NOT_NOML
4159677,1,0.000188,0,0,NOT_NOML
4160179,7,0.847656,0,0,NOT_NOML
4160274,1,0.000259,0,0,NOT_NOML
4160434,2,0.001399,0,0,NOT_NOML
4160541,1,0.000978,0,0,NOT_NOML
4160682,8,0.979004,2,0,REL_NOML
4160952,4,0.013794,0,0,NOT_NOML
4161368,7,0.916504,0,0,NOT_NOML
4162178,4,0.017242,0,0,NOT_NOML
4162180,6,0.664062,2,0,REL_NOML
4162188,2,0.002901,0,0,NOT_NOML
4162348,7,0.913086,2,0,REL_NOML
4162488,7,0.949219,2,0,REL_NOML
4162669,6,0.785645,0,0,NOT_NOML
4163698,7,0.879883,0,0,NOT_NOML
4164028,6,0.592285,0,0,NOT_NOML
4164108,6,0.669922,2,0,REL_NOML
4165631,2,0.002522,0,0,NOT_NOML
4167178,3,0.00547,0,0,NOT_NOML
4167209,4,0.013901,0,0,NOT_NOML
4167276,3,0.005447,0,0,NOT_NOML
4167437,8,0.984375,2,0,REL_NOML
4167498,3,0.004593,0,0,NOT_NOML
4167709,3,0.00415,0,0,NOT_NOML
4167825,6,0.54834,0,0,NOT_NOML
4167909,8,0.992188,2,0,REL_NOML
4167913,2,0.00259,0,0,NOT_NOML
