docdb_family_id,stratum,score,neuro,ml,verdict,title,abstract
12079330,0,8.5e-05,0,0,NOT_NOML,HEATING DEVICE,"PURPOSE:To provide a heating device to improve durability and thermal stability of a refrigerant by a method wherein the limit degree of heating at a refrigerant heater outlet is set and a combustion amount is controlled by the degree of superheat at the limit, in a heating device wherein a refrigerant is heated by means of combustion gas and the condensation heat of the refrigerant is used for heating. CONSTITUTION:A heating device comprises a computing comparing part 9 to compare the degree of superheat, determined as a difference between temperature obtained by a temperature detecting means 5 arranged at the outlet of a refrigerant heater 2 and a refrigerant saturated temperature determined from a refrigerant pressure detecting means 6 arranged at the outlet of the refrigerant heater 2, with the limit degree of superheat; and a control device 7 consisting of a pump control part 10 to control a flow rate of a refrigerant circulating pump 4 and a combustion control part 11, whereby local superheat of the refrigerant heater 2 is prevented from occurring and heat stability of a refrigerant is also improved."
32540515,0,8.4e-05,0,0,NOT_NOML,Calculating or Computing Machine,"28,737. Fairweather, W., [Shattuck Manufacturing Co.]. Dec. 30. Calculating- apparatus.-In calculating - apparatus, which may be used in combination with, or independently of, a printing-apparatus, the recording and printing wheels 16, 17 are operated by inserting, opposite a number on the face-plate, Fig. 1, a stylus or tool through the slots 11 to engage with the helical groove in the corresponding roller 10. Upon pulling the stylus towards the front of the machine to perform an addition, the spring- pressed shaft 7 is first moved longitudinally to disengage its Geneva or other stop gearing 18, 19, 20, 21 from that of the shafts a recording tower denominations, and is then rotated, while a number is subtracted by inserting the stylus opposite one of the numbers arranged in reverse order at the right of the face-plate, Fig. 1, unlocking the shaft 7 by pressing the end projecting at the back of the machine, and pushing the stylus toward the rear end of the slot 11. The separate items to be lifted or added are respectively indicated and printed by wheels 24, 25 mounted on a sleeve 23, and the totals are indicated and printed by wheels 16, 17 on the shaft 7. To allow of the item wheels 24, 25 turning with the shafts 7 at each operation and then being re-set at zero, the wheel 25 is formed with a projection 26, Fig. 8, which engages a recess 27 in the wheel 17 when the shaft is moved longitudinally by the stylus, the toothed plate 28, which normally locks the sleeve 23, being simultaneously released. The subsequent re-setting of the item wheels to zero is effected by cams 34 on the sleeves operated by projections on a plate 35 while the printing carriage is being moved back to its original position, the locking-plate 28 being temporarily released by an arm moving in a cam-slot in the rack-bar 107. During these operations, the total wheels 16, 17 remain in the position to which they have been turned until the total amount is listed, after which they may be re-set to zero by the engagement of plates operated by the fingerpieces 54 with spiral cams 49 on the shafts 7, the item wheels 25 being temporarily held clear of the total wheels 17 by a plate 56 operated by the finger-piece 58. The printing-carriage 61 carrying the paper ribbon is pivoted upon the shaft 40, and is moved forwards and back over the printing- wheels by a rotary cam-shaft 68 actuated by the rack-bar 107, the cams 87 depressing the platen 80 to make the impression during the forward movement, and tilting it into an inoperative position during the return movement of the carriage. When all the items have been listed, the platen 80 is shifted by means of the lugs 68<1> on the shaft 65 so as to bring it over the total-printing wheels 17, and the totals are printed upon again operating the rack-bar 107. The adjustment of the platen relatively to the ribbon is effected by gearing engaging with a rack formed on the plate 74 which carries the platen, and the ribbon is fed by the rollers 95. Hooks and lugs 104 normally lock the carriage in printing-position while allowing it to be turned back on the pivot 40. The removable bottom 3 of the casing 2 is provided with india-rubber feet, strips, or their equivalent 5 to prevent the machine from slipping upon the table or support."
46944922,0,8.4e-05,0,0,NOT_NOML,Reinforced composite calcium carbonate special for polyvinyl chloride sections,"The invention discloses reinforced composite calcium carbonate special for polyvinyl chloride sections. The reinforced composite calcium carbonate comprises, by weight, 90-120 parts of calcium carbonate, 5-11 parts of polyvinyl chloride function regulators and 1.5-2 parts of stearic acid, and is prepared by the mixing process. The reinforced composite calcium carbonate special for the polyvinyl chloride sections has the advantages of reasonable conception, standard process, operational simplicity, low cost and no pollution, can be used for increasing strength of polyvinyl chloride sections and enable product cost to be lowered when used for production of the polyvinyl chloride sections, and the like. Besides, the reinforced composite calcium carbonate special for the polyvinyl chloride sections can be produced in batch within a short time, and accordingly can be applied to the field of production of the polyvinyl chloride sections widely."
81266145,0,8.4e-05,0,0,NOT_NOML,Urban office building glass auxiliary device suitable for weather often accompanied by sand storm,"The invention relates to the technical field of doors and windows of office buildings, and discloses a glass auxiliary device suitable for urban office buildings often accompanied by sand storms.The glass auxiliary device comprises a shell, a connecting shaft is movably connected to the interior of the shell, a bearing piece is slidably connected to the bottom of the shell, and a sliding groove is formed in the inner side wall of the shell; a connecting plate is movably connected into the sliding groove, and an auxiliary part is movably connected to the surface of the sliding groove and located on the surface of the connecting plate. The initial force for closing the folding frame is the accumulation amount of sand and dust in the sand storm, the accumulation amount of the sand and dust is related to the air volume of the sand storm, when the sand storm stops, the sand storm is sprayed out by the gas in the extruded gas storage plate, at the moment, the movable plate is pushed to move upwards under the action of self-elasticity, the movable plate moves to generate vibration, and the sand storm is stopped. Dust on the sliding plate can be shaken off through vibration, that is, the folding frame is folded again, and therefore the effect that the air volume is reduced or the window is closed according to the sand storm to prevent sand dust from entering a room is achieved."
26371108,0,8.2e-05,0,0,NOT_NOML,MATERIAL SHIELDING ULTRAVIOLET RAYS AND INFRARED RAYS AND MATERIAL SHIELDING INFRARED RAYS,"PURPOSE:To attain excellent shielding effect by a single layer formed from one kind of powder with a simple method to facilitate the formation of a layer having large area by incorporating a solvent with an organic resin and zinc oxide powder containing a specific metal such as Si at a specific ratio. CONSTITUTION:Zinc oxide powder containing 0.1-25atom% (based on the total metal) of one or more metals selected from Si, Ti, V, Cr, Mn, Fe, Cu, Ga, Ge, Zr, In, Sn and Hf in total is used as powder for shielding ultraviolet rays and infrared rays or powder for shielding infrared rays. The powder and a soluble or dispersible organic resin are added to a solvent and the obtained shielding film-forming material is formed in the form of a film or a molded article by a simple forming process capable of easily forming a large-area product such as coating or molding. The produced film or molded article is applied to a glass, etc., to obtain a shielding material reflecting ultraviolet rays and infrared rays, especially near infrared rays by a single layer."
32766951,0,8.2e-05,0,0,NOT_NOML,SHUTTER VALVE SHAFT FOR INTAKE MANIFOLD,"<P>PROBLEM TO BE SOLVED: To provide a shutter valve shaft for an intake manifold with advantages such as easy machinability, high accuracy in each part, light weight and low costs. <P>SOLUTION: (1) The shaft is made of metal, and a sliding part and a lever part are made of a resin. (2) The lever part is made of metal, and the shaft and the sliding part are made of the resin. (3) The shaft, sliding part and lever part are all made of the resin. The shaft is provided with a reinforcing plate. The resin is a mixture of nylon and glass fibers. A mixing ratio of the nylon and glass fibers is the ratio of seven to three in a weight ratio. A vertical section of the shaft is made in quadrangle. <P>COPYRIGHT: (C)2004,JPO&NCIPI"
39983545,0,8.2e-05,0,0,NOT_NOML,POLYOXYMETHYLENE RESIN COMPOSITION AND MOLDED ARTICLE THEREFROM,"<P>PROBLEM TO BE SOLVED: To provide a polyoxymethylene resin composition where secondary contraction of a polyoxymethylene homopolymer is improved without detriment to mechanical properties and sliding performances. <P>SOLUTION: The polyoxymethylene resin composition comprises (A1) a polyoxymethylene homopolymer, (A2) a polyoxymethylene block polymer and (A3) a polyoxymethylene block copolymer, with a weight ratio of ((A1)+(A2))/(A3) within the range of 95/5-20/80, (B) a lubricant and (C) an inorganic filler. <P>COPYRIGHT: (C)2009,JPO&INPIT"
65143322,0,8.2e-05,0,0,NOT_NOML,Heat dissipating device of skid steer loader,"The invention discloses a heat dissipating device of a skid steer loader. The heat dissipating device comprises a radiator and a cooling fan, and the radiator is hinged to a body frame on one side ofthe skid steer loader through a hinge; the radiator is connected to a body frame on the other side of the skid steer loader through a separable locking mechanism, and the locking connection and swingopening of the radiator on the body frames are achieved through the locking mechanism; the cooling fan is fixedly installed between an engine of the skid steer loader and the radiator, and the air inlet end of the cooling fan faces the engine; and the air outlet end of the cooling fan is in butt joint with a heat dissipating channel of the radiator movably. According to the heat dissipating deviceof the skid steer loader, the maintenance performance of the skid steer loader is improved, and the radiator is connected in a hinged manner; through swinging of the radiator, a space is provided formaintenance personnel to come in contact with the engine and other components, and the maintenance performance of the product is improved; the maintenance time is shortened, and the structure of thewhole heat dissipating device has the advantages of convenient operation, safety and reliability, and the simple mechanism."
58947133,0,8.1e-05,0,0,NOT_NOML,Carbon dioxide copolymer polyalcohol-based polyurethane floor paving material and preparation method thereof,"The invention provides a carbon dioxide copolymer polyalcohol-based polyurethane floor paving material. The carbon dioxide copolymer polyalcohol-based polyurethane floor paving material is prepared from the following component raw materials in parts by weight: 150 to 200 parts of carbon dioxide copolymer polyalcohol, 150 to 200 parts of diisocyanate, 10 to 60 parts of pore opening agent, 5 to 20 parts of chain extender, 0.1 to 1 part of water, 0.2 to 1 part of organic metal catalyst, 0.4 to 1 part of organic amine catalyst and 0.5 to 1.5 parts of foam stabilizer. The carbon dioxide copolymer polyalcohol-based polyurethane floor paving material has the advantages that under the synergistic action of components containing special content, the size stability is excellent; the mechanical property is excellent; shown by experiment results, after the floor paving material is placed for one week, the volume shrinkage rate is 0%; the tensile intensity is 1.58 to 2MPa, the elongation at break is 128 to 226%, the tear strength is 8.9 to 13.3KN/m, and the hardness is 40 to 48 Shore A."
63574869,0,8.1e-05,0,0,NOT_NOML,Method for synthesizing environmentally friendly binder for buildings,"The invention provides a method for synthesizing an environmentally friendly binder for buildings. Polyester polyol, isocyanate and a chain extender are synthesized into polyurethane in one step, andpolyacrylic acid is grafted under ultraviolet light irradiation to form a polyacrylic acid hydrophilic layer on the surface of the polyurethane. An initiation active center is present at the interfacebetween the polymer and a grafting monomer, and the hydrophilicity of the surface is enhanced without destroying properties of the main body. The ultraviolet radiation is adopted, equipment is simpleand easy to control, energy is greatly saved and the cost is reduced. The product does not contain formaldehyde and is used as a binder for building materials without causing pollution during use. The binder is an environmentally friendly binder."
24931123,0,7.8e-05,0,0,NOT_NOML,Alkylation and transalkylation processes using a hydrated catalyst,"A composition useful for catalyzing alkylation and transalkylation reactions comprises a molecular sieve having alkylation and/or transalkylation activity, an inorganic refractory oxide component and greater than 3.5 weight percent water. Such a catalyst has been found to maintain a long life when used to produce ethylbenzene in an integrated process in which benzene is alkylated with ethylene and transalkylated with diethylbenzene. The catalyst can also be used to produce cumene via an integrated process in which benzene is alkylated with propylene and transalkylated with diisopropylbenzene."
64601526,0,7.7e-05,0,0,NOT_NOML,Ultraviolet-proof heat-insulation and waterproofing TPU (Thermoplastic Polyurethane) fabric and preparation method thereof,"The invention discloses an ultraviolet-proof heat-insulation and waterproofing TPU (Thermoplastic Polyurethane) fabric and a preparation method thereof. Basalt and nanometer titania are compounded toachieve a synergistic effect, the ultraviolet-proof effect of the prepared TPU fabric is obviously improved, and the tensile strength of the obtained fabric is enhanced. Furthermore, the added bamboocharcoal fibers and nanometer titania are compounded, so that the prepared fabric has excellent bactericidal performance, and suitable for application to humid environments, such as raincoats, umbrellas and the like."
11417986,0,7.5e-05,0,0,NOT_NOML,Multivalve for a vehicle gaseous fuel tank,"A multivalve (1) for a vehicle gaseous fuel tank (2). The tank has a first portion (21) containing liquefied fuel, and a second portion (22) containing gaseous fuel. The multivalve is connected to the first portion of the tank by a ring nut (11), and has an outlet conduit (4) for drawing fuel from the first portion (21) of the tank (2), and a safety valve (10) in turn having a connecting conduit (15) communicating with the tank, and an exhaust conduit (16) communicating with the outside. The multivalve also has an elastically deformable pipe (25) made of elastomeric material, and which connects the connecting conduit (15) of the safety valve to the second portion (22) of the tank, so that, when predetermined maximum pressure and/or temperature values are exceeded, the pressure in the tank is reduced by exhausting gaseous fuel, as opposed to draining off liquid fuel. <IMAGE>"
14065709,0,7.4e-05,0,0,NOT_NOML,AIR CONDITIONER,"PURPOSE:To make the effective use of hot air from an outdoor unit for the purpose of drying or the like by a method wherein an outdoor blower is operated even when a compressor motor is not operated. CONSTITUTION:When a manual switch 13 is set at a cooling effecting position 13a and a timer 12 is set, a fan motor 3a is operated first and when, in this case, the room temperature is higher than a set temperature, a fan motor 6a and the compressor motor 1a begin to operate. Further, a condenser 5 is cooled by the open air introduced by the outdoor blower 6 and a liquefied coolant is introduced into an evaporator 2 of an indoor unit A to thereby cool the room. At the same time, the air heated up to about 50-80 deg.C by the condenser 5 is blown out by the outdoor blower 6 to dry a clothing 10."
44407877,0,7.4e-05,0,0,NOT_NOML,Preparation method of tetrafluoromethane,"The invention relates to a preparation method of tetrafluoromethane. The method comprises the step of carrying out reaction in the presence of a catalyst by taking oxygen and hexafluorpropylene as raw materials, wherein the catalyst is a compound of an alkali metal, an alkaline earth metal or a transition metal. In the method, the oxygen and hexafluorpropylene are used as the raw materials, thus corrosive gases which are dear and can corrode equipment are prevented from being used. Simultaneously, the high-transformation high-selectivity preparation of the tetrafluoromethane can be achieved by using the method."
58954186,0,7.1e-05,0,0,NOT_NOML,Nontoxic environment-friendly plant glass cleaner and preparation method thereof,"The invention discloses a nontoxic environment-friendly plant glass cleaner and a preparation method thereof. The nontoxic environment-friendly plant glass cleaner is prepared from the following components: 3 to 6 parts of butyl cellosolve, 1 to 2 parts of propylene glycol n-butyl ether, 10 to 12 parts of ammonium hydroxide, 16 to 24 parts of corn oil, 150 to 200 parts of soybeans, 1 to 3 parts of liquid soap, 5 to 6 parts of hydrogen peroxide and 600 to 700 parts of water. The nontoxic environment-friendly plant glass cleaner has the beneficial effects that water used in the method is neutral water which is nontoxic, odorless and non-corrosive and can be touched directly by hands; with the liquid soap, the cleaner is smooth; no water marks are retained; the cleaner can be directly wiped through a towel, and no scraper blade is needed."
32160627,0,7e-05,0,0,NOT_NOML,Improvements in Washing and or Cooling Towers.,"24,262. Duff, A. B. Nov. 9. Smoke and fumes, treating.-In towers for washing or cooling fuel gases, the softening and disintegration in the lower part of the towers of the packing - material is prevented, and its removal is facilitated, by arranging the material in separately - removable sections. The brick chequer-work or other packing- sections G', G', G' are supported on metal beams H carried on angleirons H<1>, mixing- spaces J for the gases and liquids and manholes K being provided. The gas - supply pipe B is bent downwards at B<1> to distribute the incoming gas, and to allow of the pipe being sealed by water supplied through the cock E. The water or washing-liquid supplied by the pipe L is distributed by the perforated plate L' and is drawn off by the pipe D."
32148243,0,6.9e-05,0,0,NOT_NOML,Improvements in Apparatus for the Lighting and Extinguishing of Gas Flames.,"8055. Simmance, J. F. May 1. Torches, which are improvements on those described in Specification No. 3683, A.D. 1899, are so constructed that the permanent flame of the colza or other burner can, when desired, be extended in a definite direction by a temporary jet of carburetted air. When a hydrocarbon having a high flash-point is employed for carburetting the air, the containing-chamber D, which may or may not be packed with absorbent material, is arranged near the permanent oil burner A, so that the vaporization of the hydrocarbon may be assisted by the conduction of heat from the permanent burner. By squeezing the india-rubber cover N of a groove M in the torch handle H, air is forced through the holes L<1>, L to the space K, whence it passes by an opening or tube F to the chamber D and ejects a jet of carburetted air through the tube E over the permanent flame B. When a hydrocarbon having a low flash-point is employed for carburetting the air, the chamber D may be permanently or detachably arranged at the lower end of the torch handle H. By using a vapour burner to produce the permanent flame, the extended flame may be obtained by increasing the pressure or volume of the permanent flame."
64552976,0,6.6e-05,0,0,NOT_NOML,"Air guide plate module of air conditioner, indoor unit of air conditioner and air conditioner","The invention provides an air guide plate module of an air conditioner, an indoor unit of the air conditioner and the air conditioner. The air guide plate module of the air conditioner comprises an inner air guide plate (1), a connecting part (2) and a driving mechanism (3), wherein the inner air guide plate (1) comprises a first long edge (11) and a second long edge (12) opposite to each other; afirst end of the connecting part (2) is connected to the surface of one side of the inner air guide plate (1), and a second end extends in the width direction of the inner air guide plate (1) and isprojected on the first long edge (11) of the inner air guide plate (1); and the driving mechanism (3) can be connected with the second end of the connecting part (2) to drive the second end to rotateso as to drive the inner air guide plate (1) to rotate around the second end of the connecting part (2). The inner air guide plate can totally close an air outlet when being withdrawn to cover the airoutlet, so that larger gap or even no gap in closing of the air guide plate of the air conditioner is effectively reduced, and the appearance of the air conditioner is improved."
59347877,0,6.4e-05,0,0,NOT_NOML,Accounting is with many function combination formula tool holder,"The utility model discloses an accounting is with many function combination formula tool holder, solved the required all kinds of instruments of accounting work more rationally, the safer problem of accomodating, including ladder box no. 1, ladder box no. 2, storing box, tool holder, magnetic path, iron plate, couple, ink paste standing groove, wet hand ware standing groove, storage box cover, capping and groove box, the ladder structure combination formula box body of sizes such as ladder box no. 1 and the ladder box policy of 'literature and art should serve both people and socialism' and through hinge swing joint, the up end of ladder box no. 1 can stack at the up end of ladder box no. 2 and form a cuboid structure with ladder box no. 2 through the hinge closure, the trailing flank of ladder box no. 2 bonds and has the storing box, and the preceding terminal surface of storing box has storage box cover through hinge swing joint, and the rear end face of storing box bonds and has the couple, and the left end face of storing box bonds and has the tool holder, is applicable to among the law teaching working practice."
6493445,0,6.3e-05,0,0,NOT_NOML,MONOMERS WITH CYCLIC CARBONATE GROUPS,"Monomers with cyclic carbonate groups having formula I are suitable for producing photosensitive recording materials, for example for producing offset printing plates. In said formula, A stands for a (n+m)-valent hydrocarbon residue with 3 to 30 C atoms that may be substituted by OH and have up to 8 ether bridges; R stands for H or methyl; n is an integer from 1 to 5; and m is an integer from 1 to 3, provided that n+m is at least 3."
22085696,0,6.2e-05,0,0,NOT_NOML,Improvements in or relating to heat sealable vulcanized film,"689,416. Compound sheet materials. GOODRICH CO, B. F. Jan. 8, 1951. [Jan. 19, 1950] No. 513/51. Drawings to Specification. Class 140. An unsupported heat-sealable film comprises a, rubbery copolymer of an open chain conjugated diolefin with an alpha-methylene nitrile, the copolymer being vulcanised in one stratum but unvulcanised in a stratum of at least at one face of the film, the unvulcanised stratum comprising, in homogeneous admixture, with the rubbery copolymer, a polymer of vinyl chloride and/or vinylidene chloride. In one method of making the film, the rubbery copolymer is mixed with a vulcanising agent and other compounding ingredients and formed into a film, and a film is also made of a composition of the copolymer with the chloroethylene polymer. The two films are then bonded together between rolls and the structure is heated to vulcanise the stratum containing the vulcanising agent. Alternatively, the heatsealable stratum may be deposited by spraying, brushing or spreading on the face of the vulcanisable film, an aqueous dispersion of the rubbery copolymer and choroethylene polymer, and the structure is then vulcanised. The unvulcanised stratum may occur at each face of the film. The tear resistance and resistance of the films to petroleum hydrocarbons are increased by coating the outer face of the heatsealable stratum with a polymer prepared predominantly from vinylidene chloride. Suitable diolefins for the preparation of the rubbery copolymer are butadiene, isoprene, dimethyl butadienes, piperylene and ethyl butadiene. Specified nitriles are acrylonitrile, methacrylonitrile and etharcrylonitrile. The chloroethylene polymers may also contain small proportions of radicals derived from, for example, vinyl acetate, styrene, methyl acrylate, methyl methacrylate, ethyl acrylate, vinyl bromide, acrylonitrile and vinylidene cyanide. The usual plasticiers may be mixed with these polymers."
83141252,0,6.2e-05,0,0,NOT_NOML,Air conditioner,"The utility model relates to an air conditioner. The air conditioner comprises a shell and a filter plate. A containing space is formed in the shell. An opening is formed in the wall face of the shell, and the filter plate is embedded in the opening. The filter plate comprises a grid part provided with a plurality of through holes, and the through holes are communicated with the interior and the exterior of the shell. According to the invention, the possible damage to the filter plate in the transportation process is avoided, the aesthetic property of the whole machine is improved, and the sales of products is facilitated."
